pid,born,age,gender,race,grade,tertiary,province,dweltyp,no_reside,water,elect,work_feb,emdays_feb,emhrs_feb,feb_pay_pure,feb_pay,work_apr,apr_return,worktype,work_code,emdays_apr,emhrs_apr,apr_pay_pure,apr_pay,uif_ters,work_seek,last_seek,hh_childgrant,any_childgrant,hh_govpen,any_govpen,grant_rec,grantyp1,grantyp2,grantyp3,hhincsource1,hhincsource2,hhincsource3,hhincdec1,hhincdec2,hhincdec3,apr_hh_inc,hh_inc_lost,nomoneyfood,7dayshungry,chldcr,time_chldcr,kids_in_school,ed_books,edtv,edradio,edonline,suppgov,suppngo,suppcom
323597,1963,57,male,coloured,10,no,northern cape,house/flat,4,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,0.0,,yes,other,,,other,,,no income decrease,,,15000.0,no,no,no,no,,1.0,no,no,no,no,no,no,no
323598,1987,33,male,coloured,10,no,northern cape,house/flat,4,yes,no,no,,,,,no,no,,,,,,,,yes,>1 year ago,2.0,,0.0,,no,,,,friends/family,,,from friends/family,,,1000.0,yes,yes,no,yes,over 4 hours more,1.0,yes,yes,no,no,yes,no,no
323599,1964,56,male,coloured,9,no,northern cape,house/flat,4,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,0.0,,no,,,,employment,,,from employment,,,0.0,yes,no,no,yes,over 4 hours more,1.0,yes,no,yes,yes,no,no,no
323600,1955,65,female,coloured,7,,northern cape,house/flat,2,yes,yes,no,,,,,no,no,,,,,,,,,,0.0,,1.0,,no,,,,employment,,,from employment,,,3000.0,no,yes,no,,,,,,,,no,no,no
323631,1982,38,male,coloured,12,yes,western cape,house/flat,4,yes,yes,yes,4.0,8.0,,"R12,001-R24,000",yes,,regular job,professionals,2.0,4.0,25000.0,,no,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,35000.0,no,yes,no,yes,over 4 hours more,1.0,yes,no,no,yes,no,no,no
323649,1958,62,male,coloured,6,,western cape,house/flat,1,yes,yes,yes,7.0,9.0,4000,,yes,,regular job,elementary occup,7.0,9.0,4000.0,,no,,,0.0,,0.0,,yes,pension,,,employment,,,no income,,,4000.0,no,yes,yes,no,,0.0,no,no,no,no,no,no,no
323661,1960,60,male,coloured,8,,western cape,house/flat,3,yes,yes,no,,,,,no,no,,,,,,,,,,1.0,,0.0,,yes,disability,,,employment,government grants,,no income decrease,,,,yes,yes,no,yes,3-4 hours,1.0,yes,yes,no,no,no,no,no
323701,1978,42,female,coloured,10,no,northern cape,informal,4,no,no,no,,,,,no,no,,,,,,,,,,1.0,,0.0,,no,,,,,,,no income decrease,,,4000.0,yes,yes,no,yes,1-2 hours,1.0,no,yes,no,no,no,no,no
323704,1967,53,male,coloured,12,no,northern cape,house/flat,5,yes,yes,yes,5.0,8.0,14000,,yes,,regular job,elementary occup,,,14000.0,,no,,,1.0,,0.0,,no,,,,employment,,,no income decrease,,,30000.0,no,no,no,yes,over 4 hours more,0.0,yes,no,no,yes,no,no,no
323707,1957,63,male,african,12,no,western cape,house/flat,6,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,1.0,,no,,,,government grants,,,no income decrease,,,1700.0,no,no,no,no,,1.0,yes,yes,no,yes,no,no,no
323718,1966,54,female,coloured,5,,northern cape,informal,5,yes,yes,yes,5.0,5.0,1100,,no,,regular job,service & sales,0.0,0.0,0.0,,no,,,1.0,,0.0,,no,,,,employment,,,from employment,,,,no,no,no,,,,,,,,no,no,no
323727,1975,45,male,coloured,12,yes,northern cape,house/flat,3,yes,yes,yes,5.0,8.0,10000,,no,,regular job,craft & trade,0.0,0.0,6000.0,,yes,,,0.0,,0.0,,no,,,,employment,,,from employment,,,15000.0,no,no,no,,,,,,,,no,no,no
323728,1963,57,female,coloured,8,,northern cape,house/flat,8,yes,yes,yes,5.0,8.0,2900,,yes,,regular job,elementary occup,5.0,8.0,2900.0,,no,,,3.0,,0.0,,no,,,,employment,,,from employment,,,10700.0,no,yes,no,yes,1-2 hours,3.0,yes,yes,yes,no,no,no,no
323736,1953,67,female,coloured,7,,northern cape,house/flat,2,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,1.0,,yes,war veteran,,,government grants,,,from government grants,,,3500.0,yes,yes,no,yes,over 4 hours more,1.0,yes,no,no,no,no,no,no
323761,1992,28,male,coloured,12,no,northern cape,house/flat,11,yes,yes,yes,6.0,7.0,4200,,yes,,regular job,"agric, forestry, fishery",7.0,7.0,,,no,,,4.0,,1.0,,no,,,,employment,government grants,,no income decrease,,,7000.0,no,yes,no,no,,4.0,no,no,no,no,no,yes,no
323777,1965,55,female,coloured,0,,northern cape,house/flat,1,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,1.0,,no,,,,government grants,,,no income decrease,,,1800.0,yes,no,no,no,,0.0,no,no,no,no,yes,no,yes
323803,1961,59,female,coloured,7,,western cape,house/flat,5,yes,yes,no,,,,,no,no,,,,,,,,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,,no,no,no,no,,2.0,no,yes,yes,no,no,no,no
323804,1964,56,male,coloured,6,,western cape,house/flat,3,yes,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,0.0,,0.0,,no,,,,employment,,,no income decrease,,,,no,yes,no,yes,over 4 hours more,1.0,yes,no,no,no,no,no,no
323805,1979,41,female,coloured,9,no,western cape,house/flat,6,yes,yes,yes,5.0,12.0,7000,,yes,,regular job,operators & assemblers,5.0,12.0,7000.0,,no,,,0.0,,0.0,,no,,,,employment,,,from employment,,,12000.0,no,yes,no,yes,over 4 hours more,1.0,yes,yes,no,no,no,no,no
323806,1976,44,male,coloured,10,yes,western cape,house/flat,7,yes,yes,yes,5.0,8.0,,,yes,,regular job,managers,5.0,8.0,,,no,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,,no,yes,no,no,,1.0,,,,,no,no,no
323807,1990,30,female,coloured,12,no,western cape,informal,4,yes,yes,yes,5.0,8.0,5000,,no,,regular job,service & sales,0.0,0.0,0.0,,yes,,,2.0,,0.0,,no,,,,employment,,,from employment,,,,no,yes,no,yes,over 4 hours more,1.0,yes,no,no,no,no,no,no
323813,1971,49,female,coloured,12,no,western cape,house/flat,2,yes,yes,yes,3.0,4.0,,,yes,,self-employed,,,,,,,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,,,no,no,,,,,,,,no,no,no
323837,1977,43,male,african,12,yes,western cape,house/flat,5,yes,yes,yes,5.0,8.0,8000,,no,yes,regular job,,,,8000.0,,yes,,,2.0,,0.0,,no,,,,employment,,,no income,,,8000.0,no,yes,no,yes,1-2 hours,4.0,yes,yes,no,no,no,no,no
323856,1965,55,female,coloured,12,yes,western cape,house/flat,1,yes,yes,yes,5.0,8.0,8500,,no,,regular job,service & sales,0.0,0.0,0.0,,yes,,,0.0,,0.0,,no,,,,employment,,,from employment,,,4500.0,yes,no,no,no,,0.0,no,no,no,no,no,no,no
323858,1964,56,male,coloured,12,no,western cape,house/flat,6,yes,yes,retired,,,,,,,,,,,,,,,,,,0.0,,no,,,,no income,,,no income,,,18000.0,yes,no,no,no,,2.0,yes,yes,yes,yes,no,no,no
323862,1988,32,female,coloured,11,no,western cape,house/flat,8,yes,yes,no,,,,,no,no,,,,,,,,,,0.0,,0.0,,no,,,,friends/family,,,from friends/family,,,4000.0,no,no,no,yes,over 4 hours more,2.0,yes,yes,yes,yes,no,no,no
323889,1964,56,female,african,12,yes,limpopo,house/flat,6,yes,yes,retired,,,,,,,,,,,,,,,,2.0,,0.0,,no,,,,own business,,,from own business,,,,yes,yes,no,,,,,,,,no,no,no
323899,1944,76,male,coloured,12,yes,western cape,house/flat,2,yes,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,0.0,,1.0,,no,,,,other,,,no income decrease,,,10000.0,no,no,no,,,,,,,,no,no,no
323920,1983,37,male,coloured,12,yes,northern cape,house/flat,2,yes,yes,no,,,,,no,no,,,,,,,,yes,1-6 months ago,0.0,,0.0,,no,,,,other,,,from other,,,3000.0,no,no,no,,,,,,,,no,no,no
323922,1984,36,male,coloured,10,no,northern cape,house/flat,5,yes,yes,no,,,,,no,no,,,,,,,,no,6-12 months ago,0.0,,0.0,,no,,,,employment,,,from employment,,,,no,no,no,,,,,,,,no,no,no
323923,1977,43,female,coloured,12,yes,northern cape,house/flat,8,yes,yes,yes,5.0,12.0,4000,,yes,,regular job,service & sales,5.0,12.0,4000.0,,no,,,2.0,,0.0,,no,,,,employment,,,no income,,,7000.0,no,no,no,no,,3.0,no,yes,no,no,no,no,no
323938,1948,72,female,coloured,7,,northern cape,house/flat,2,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,1.0,,no,,,,government grants,,,no income decrease,,,3000.0,no,no,no,,,,,,,,no,no,no
323948,1957,63,female,coloured,no schooling,,northern cape,informal,13,yes,yes,no,,,,,no,no,,,,,,,,,,7.0,,2.0,,no,,,,government grants,,,no income,,,,no,yes,yes,yes,over 4 hours more,4.0,yes,yes,yes,yes,yes,no,no
323954,1983,37,female,coloured,9,no,northern cape,informal,10,yes,no,no,,,,,no,no,,,,,,,,no,>1 year ago,6.0,,0.0,,no,,,,government grants,,,no income,,,1300.0,no,yes,yes,yes,3-4 hours,5.0,no,no,no,no,no,no,no
323957,1970,50,male,coloured,8,,northern cape,house/flat,6,yes,yes,yes,4.0,12.0,4200,,yes,,regular job,service & sales,4.0,12.0,4200.0,,no,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,4200.0,no,no,no,no,,3.0,no,yes,no,no,no,no,no
323959,1956,64,female,coloured,10,no,northern cape,informal,2,yes,yes,no,,,,,no,no,,,,,,,,,,0.0,,1.0,,no,,,,government grants,,,from government grants,,,,no,no,no,yes,1-2 hours,1.0,yes,no,no,no,no,no,no
323962,1993,27,male,coloured,12,no,gauteng,house/flat,2,yes,yes,yes,4.0,12.0,,,yes,,regular job,service & sales,4.0,12.0,,,no,,,0.0,,0.0,,no,,,,employment,,,no income,,,,no,yes,no,,,,,,,,no,no,no
323964,1987,33,female,coloured,11,no,northern cape,house/flat,10,yes,yes,yes,7.0,8.0,4000,,yes,,regular job,managers,7.0,8.0,2000.0,,applied still waiting,,,,no,0.0,,no,,,,own business,,,no income decrease,,,,yes,yes,no,no,,4.0,no,no,,no,no,no,no
323972,1976,44,male,african,12,yes,northern cape,house/flat,4,yes,yes,yes,5.0,10.0,,">R24,000",yes,,regular job,managers,5.0,6.0,,">R24,000",no,,,0.0,,0.0,,no,,,,employment,,,from employment,,,25000.0,no,no,no,yes,over 4 hours more,1.0,yes,yes,yes,yes,no,no,no
323976,1953,67,female,coloured,9,no,northern cape,house/flat,2,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,1.0,,yes,pension,,,government grants,,,from employment,,,,yes,yes,yes,,,,,,,,no,yes,no
323978,1968,52,male,african,12,no,northern cape,house/flat,4,yes,yes,yes,5.0,8.0,,"R12,001-R24,000",yes,,regular job,managers,5.0,8.0,15000.0,,no,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,,no,no,no,,,,,,,,no,no,no
323982,1950,70,female,african,10,yes,northern cape,house/flat,2,yes,yes,yes,5.0,6.0,1000,,no,no,,,,,,,,no,within last month,0.0,,1.0,,yes,pension,,,government grants,,,no income,,,2100.0,no,no,no,yes,over 4 hours more,0.0,no,no,no,no,no,no,no
323984,1978,42,female,african,12,yes,limpopo,house/flat,6,yes,yes,no,3.0,1.0,5000,,yes,,regular job,professionals,3.0,1.0,,,no,,,0.0,,1.0,,yes,child support,disability,,employment,,,no income decrease,,,5000.0,yes,yes,yes,yes,over 4 hours more,2.0,yes,yes,no,yes,no,no,no
323985,1985,35,female,african,11,no,northern cape,house/flat,4,yes,yes,no,,,,,no,no,,,,,,,,yes,6-12 months ago,2.0,,1.0,,no,,,,no income,,,no income,,,,no,no,no,yes,3-4 hours,2.0,yes,yes,no,no,no,no,no
323988,1969,51,female,coloured,5,,northern cape,house/flat,4,yes,no,yes,3.0,6.0,500,,yes,,casual work,service & sales,1.0,6.0,,,no,,,1.0,,0.0,,no,,,,employment,,,no income decrease,,,500.0,no,yes,no,yes,over 4 hours more,1.0,yes,no,no,no,no,no,no
323997,1973,47,female,coloured,8,,northern cape,house/flat,4,yes,yes,yes,2.0,8.0,780,,no,,,,,,,,,no,1-6 months ago,0.0,,0.0,,no,,,,employment,,,no income,,,11000.0,no,yes,no,yes,over 4 hours more,2.0,no,yes,no,yes,no,no,no
324008,1976,44,female,coloured,12,yes,northern cape,house/flat,3,yes,yes,yes,5.0,8.0,,"R3,001-R6,000",no,yes,regular job,clerical support,0.0,0.0,,"R3,001-R6,000",no,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,10000.0,no,no,no,,,,,,,,no,no,no
324011,1982,38,female,coloured,7,,northern cape,house/flat,5,yes,yes,yes,5.0,8.0,1000,,no,yes,regular job,clerical support,,,1000.0,,no,,,0.0,,0.0,,no,,,,own business,,,from own business,,,4000.0,yes,yes,no,,,,,,,,no,no,no
324018,1980,40,female,coloured,11,no,northern cape,house/flat,6,yes,yes,no,0.0,0.0,0,,no,,,unemployed,0.0,0.0,,,no,,,3.0,,0.0,,no,,,,government grants,,,from government grants,,,1200.0,no,yes,no,yes,over 4 hours more,3.0,yes,yes,yes,yes,no,no,no
324022,1992,28,female,african,12,no,northern cape,house/flat,9,yes,yes,no,,,,,no,no,,,,,,,,yes,never worked,2.0,,1.0,,no,,,,government grants,,,,,,,yes,yes,yes,no,,2.0,yes,yes,yes,no,yes,no,no
324076,1974,46,female,african,no schooling,,northern cape,house/flat,4,yes,yes,yes,5.0,8.0,,"<R3,000",yes,,regular job,service & sales,5.0,8.0,4400.0,,no,,,0.0,,0.0,,no,,,,employment,,,from employment,,,4400.0,,yes,yes,,,,,,,,no,no,no
324122,1979,41,female,african,11,no,western cape,informal,4,no,yes,no,,,,,no,,,,,,,,,yes,>1 year ago,1.0,,0.0,,no,,,,government grants,,,from government grants,,,400.0,no,yes,yes,yes,over 4 hours more,2.0,yes,yes,yes,yes,no,no,no
324126,1976,44,male,african,2,,natal,traditional,2,no,yes,yes,,,1500,,no,,self-employed,,,,,,,,,0.0,,0.0,,no,,,,own business,,,from own business,,,,yes,no,no,,,,,,,,no,no,no
324132,1989,31,female,coloured,12,yes,western cape,house/flat,3,yes,yes,yes,6.0,7.0,18000,,yes,,regular job,professionals,4.0,3.0,16000.0,,no,,,0.0,,0.0,,no,,,,employment,,,from employment,,,30000.0,no,yes,no,yes,over 4 hours more,1.0,no,no,no,no,no,no,no
324137,1947,73,female,coloured,no schooling,,western cape,house/flat,2,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,2.0,,no,,,,government grants,,,no income decrease,,,900.0,no,no,no,,,,,,,,no,no,no
324143,1983,37,female,coloured,12,no,western cape,house/flat,4,yes,yes,yes,5.0,9.0,9000,,no,,regular job,managers,0.0,0.0,0.0,,no,,,2.0,,0.0,,no,,,,employment,,,from employment,,,0.0,yes,no,no,yes,over 4 hours more,2.0,yes,no,no,yes,no,no,no
324146,1985,35,male,coloured,8,,western cape,house/flat,4,yes,yes,no,,,,,no,no,,,,,,,,,,2.0,,0.0,,no,,,,government grants,,,no income,,,590.0,yes,yes,yes,yes,over 4 hours more,2.0,no,yes,no,no,no,no,yes
324178,1981,39,female,coloured,10,no,western cape,house/flat,7,yes,yes,yes,5.0,8.0,2000,,yes,,regular job,managers,5.0,8.0,2000.0,,no,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,,no,no,no,yes,over 4 hours more,2.0,no,no,no,no,no,no,no
324185,1965,55,male,coloured,10,no,western cape,house/flat,4,yes,yes,yes,5.0,10.0,5300,,yes,,regular job,managers,,,5300.0,,yes,,,0.0,,0.0,,no,,,,employment,,,from employment,,,5300.0,no,no,no,yes,over 4 hours more,2.0,yes,no,yes,no,no,no,no
324191,1986,34,male,coloured,6,,western cape,house/flat,7,yes,yes,no,,,,,no,no,,,,,,,,yes,>1 year ago,1.0,,2.0,,no,,,,government grants,,,no income,,,,yes,yes,no,yes,3-4 hours,,no,yes,yes,no,no,no,no
324192,1982,38,male,coloured,7,,western cape,informal,4,yes,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,2.0,,0.0,,no,,,,government grants,,,no income,,,800.0,no,yes,yes,yes,over 4 hours more,1.0,no,yes,no,no,no,no,no
324223,1943,77,female,coloured,no schooling,,western cape,house/flat,4,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,2.0,,no,,,,no income,,,no income,,,7000.0,no,no,no,,,,,,,,no,no,no
324236,1982,38,female,coloured,12,no,western cape,house/flat,7,yes,yes,yes,5.0,9.0,,"R6,001-R12,000",yes,,regular job,clerical support,5.0,9.0,,"R6,001-R12,000",no,,,2.0,,2.0,,no,,,,employment,,,no income,,,,no,yes,no,no,,2.0,no,no,no,yes,no,yes,yes
324334,1975,45,female,african,9,no,western cape,informal,3,no,yes,yes,3.0,8.0,200,,no,yes,casual work,elementary occup,3.0,0.0,,,no,,,1.0,,0.0,,no,,,,employment,,,from employment,,,1500.0,yes,yes,yes,yes,over 4 hours more,1.0,yes,yes,yes,no,no,no,no
324339,1971,49,female,coloured,8,,western cape,informal,5,yes,yes,yes,5.0,7.0,3200,,yes,,regular job,operators & assemblers,5.0,7.0,3200.0,,no,,,0.0,,1.0,,no,,,,employment,,,no income,,,4500.0,no,no,no,yes,over 4 hours more,3.0,yes,yes,yes,yes,no,no,no
324367,1977,43,female,african,11,no,western cape,informal,3,yes,yes,yes,4.0,12.0,,"R3,001-R6,000",no,no,,,,,,,,no,1-6 months ago,2.0,,0.0,,no,,,,employment,government grants,,from employment,,,840.0,yes,yes,yes,yes,over 4 hours more,2.0,yes,yes,no,no,no,no,no
324372,1980,40,female,african,5,,western cape,informal,3,yes,yes,no,,,,,no,no,,,,,,,,yes,1-6 months ago,2.0,,0.0,,no,,,,government grants,,,from government grants,,,1400.0,no,no,no,yes,over 4 hours more,2.0,no,no,no,yes,no,no,no
324374,1961,59,female,african,6,,eastern cape,traditional,4,yes,no,retired,,,,,,,,,,,,,,,,1.0,,1.0,,yes,disability,,,government grants,,,no income decrease,,,2000.0,no,yes,no,no,,1.0,no,no,no,no,no,no,yes
324390,1976,44,female,coloured,12,no,western cape,house/flat,4,yes,yes,yes,5.0,8.0,2000,,no,,,,,,,,,no,never worked,1.0,,0.0,,no,,,,employment,government grants,,from employment,,,17000.0,no,no,no,no,,1.0,yes,yes,yes,yes,no,no,yes
324391,1974,46,female,coloured,8,,western cape,house/flat,3,yes,yes,yes,5.0,8.0,1700,,no,,casual work,managers,5.0,8.0,1700.0,,no,,,1.0,,0.0,,yes,disability,,,employment,government grants,,no income decrease,,,,no,yes,no,yes,1-2 hours,1.0,no,no,no,no,yes,yes,no
324400,1967,53,male,coloured,7,,western cape,traditional,4,yes,yes,yes,5.0,9.0,9000,,yes,,regular job,managers,5.0,9.0,9000.0,,no,,,1.0,,0.0,,no,,,,employment,government grants,,from employment,from government grants,,9430.0,no,no,no,yes,over 4 hours more,1.0,yes,yes,no,no,yes,no,no
324406,1975,45,female,coloured,12,yes,western cape,house/flat,8,yes,yes,yes,5.0,8.0,9000,,no,,regular job,professionals,0.0,0.0,8000.0,,no,,,1.0,,1.0,,no,,,,employment,government grants,,no income decrease,,,11000.0,no,no,no,yes,over 4 hours more,3.0,yes,yes,no,yes,no,no,no
324413,1983,37,female,coloured,11,no,western cape,house/flat,8,yes,yes,no,2.0,6.0,1500,,yes,,self-employed,,,,,,,,,4.0,,2.0,,yes,child support,,,employment,own business,government grants,no income decrease,,,8340.0,no,no,no,yes,3-4 hours,3.0,yes,yes,yes,no,no,no,no
324414,1988,32,female,coloured,11,no,western cape,house/flat,9,yes,yes,no,,,,,no,no,,,,,,,,no,6-12 months ago,3.0,,1.0,,no,,,,government grants,,,no income decrease,,,2000.0,yes,no,no,yes,over 4 hours more,3.0,yes,yes,no,no,no,no,no
324423,1983,37,male,coloured,10,no,western cape,house/flat,4,yes,yes,no,,,,,no,yes,regular job,elementary occup,0.0,0.0,7000.0,,no,,,0.0,,2.0,,no,,,,friends/family,,,from friends/family,,,3000.0,no,no,,yes,over 4 hours more,2.0,yes,yes,no,no,no,no,no
324428,1958,62,male,coloured,9,no,western cape,house/flat,4,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,1.0,,yes,pension,,,government grants,,,no income decrease,,,1600.0,no,yes,no,yes,nearly an hour,2.0,yes,yes,no,yes,yes,yes,yes
324430,1986,34,male,coloured,8,,western cape,house/flat,4,yes,yes,yes,5.0,8.0,5000,,no,no,,,,,,,,yes,1-6 months ago,2.0,,0.0,,no,,,,employment,,,from employment,,,,yes,yes,yes,yes,over 4 hours more,0.0,no,yes,no,no,yes,no,yes
324434,1971,49,female,coloured,11,no,western cape,house/flat,3,yes,yes,yes,5.0,8.0,5500,,yes,,regular job,clerical support,5.0,8.0,5500.0,,no,,,0.0,,0.0,,no,,,,employment,,,from employment,,,5500.0,yes,no,no,,,,,,,,no,no,no
324444,1979,41,female,coloured,7,,western cape,house/flat,5,yes,yes,no,,,,,no,no,,,,,,,,yes,>1 year ago,1.0,,0.0,,yes,child support,,,government grants,,,no income decrease,,,,no,yes,yes,yes,3-4 hours,1.0,yes,yes,yes,no,no,no,no
324455,1977,43,female,coloured,10,yes,western cape,house/flat,4,yes,yes,yes,5.0,8.0,3000,,no,,regular job,elementary occup,0.0,8.0,3000.0,,no,,,0.0,,0.0,,no,,,,employment,,,from employment,,,4000.0,no,yes,no,yes,over 4 hours more,2.0,yes,yes,yes,no,no,no,no
324472,1993,27,male,coloured,11,no,western cape,house/flat,10,yes,yes,no,4.0,8.0,,,no,no,,,,,,,,yes,1-6 months ago,0.0,,2.0,,yes,disability,,,government grants,,,from government grants,,,4000.0,no,no,no,no,,4.0,yes,yes,no,no,no,no,no
324480,1949,71,female,coloured,8,,western cape,house/flat,2,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,2.0,,no,,,,government grants,,,no income decrease,,,,no,no,no,,,,,,,,no,no,no
324520,1971,49,male,coloured,8,,gauteng,house/flat,4,yes,yes,yes,5.0,8.0,2800,,yes,,regular job,elementary occup,5.0,8.0,,,no,,,1.0,,0.0,,no,,,,employment,,,,,,2800.0,no,yes,no,yes,1-2 hours,2.0,yes,yes,no,yes,yes,yes,yes
381023,1955,65,female,african,6,,natal,house/flat,10,yes,yes,retired,,,,,,,,,,,,,,,,3.0,,1.0,,yes,pension,,,government grants,,,no income decrease,,,1800.0,no,no,yes,yes,over 4 hours more,4.0,no school books,yes,no,no,yes,no,no
381035,1952,68,female,african,ncv2,yes,natal,house/flat,6,no,yes,no,,,,,no,yes,run a business,,,,,,,,,0.0,,1.0,,no,,,,employment,,,from employment,,,,yes,yes,yes,,,3.0,yes,yes,,no,no,no,no
381036,1965,55,female,african,1,,eastern cape,house/flat,5,no,yes,no,3.0,10.0,200,,no,no,,,,,,,,no,1-6 months ago,2.0,,1.0,,yes,pension,,,own business,,,from own business,,,0.0,yes,yes,no,,,,,,,,no,no,no
381053,1953,67,female,african,6,,natal,house/flat,8,yes,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,1.0,,1.0,,yes,pension,foster child care,,government grants,,,from government grants,,,3500.0,yes,no,no,yes,over 4 hours more,1.0,yes,yes,yes,yes,no,no,no
381062,1980,40,male,african,12,no,natal,traditional,3,yes,yes,no,,,,,no,yes,casual work,craft & trade,,,,"<R3,000",no,,,1.0,,0.0,,yes,child support,,,no income,,,no income decrease,,,,yes,yes,no,no,,1.0,no,yes,,no,no,no,no
381064,1970,50,male,african,6,,natal,house/flat,8,yes,yes,yes,2.0,,,"<R3,000",yes,,casual work,operators & assemblers,2.0,,,,no,,,,yes,1.0,,no,,,,employment,,,,,,,yes,yes,no,yes,3-4 hours,1.0,yes,yes,yes,yes,no,no,no
381071,1968,52,female,african,12,no,natal,house/flat,7,yes,yes,yes,7.0,9.0,,"R3,001-R6,000",yes,,regular job,service & sales,7.0,9.0,4000.0,,no,,,2.0,,0.0,,no,,,,employment,,,no income decrease,,,,no,no,no,no,,0.0,no,no,no,no,no,yes,no
381072,1979,41,male,african,11,no,natal,house/flat,4,yes,yes,yes,4.0,12.0,6000,,yes,,regular job,service & sales,4.0,12.0,6000.0,,no,,,0.0,,0.0,,no,,,,employment,,,from employment,no income decrease,,6000.0,yes,no,no,yes,over 4 hours more,2.0,yes,yes,yes,yes,no,no,no
381077,1989,31,female,african,12,no,natal,house/flat,5,yes,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,3.0,,0.0,,yes,child support,,,government grants,,,from government grants,no income decrease,,860.0,no,no,no,yes,over 4 hours more,3.0,yes,yes,yes,yes,yes,no,no
381080,1987,33,female,african,12,no,natal,house/flat,3,no,no,yes,3.0,12.0,,"<R3,000",no,no,,,,,,,,yes,1-6 months ago,2.0,,0.0,,no,,,,employment,,,from employment,,,,yes,no,no,yes,over 4 hours more,2.0,yes,yes,yes,yes,yes,no,yes
381087,1985,35,male,african,11,yes,natal,house/flat,6,yes,yes,no,1.0,3.0,250,,no,,casual work,craft & trade,,,,,no,,,1.0,,1.0,,no,,,,government grants,,,,,,,yes,yes,no,yes,1-2 hours,2.0,yes,yes,yes,no,no,no,no
381089,1981,39,female,african,11,no,natal,house/flat,15,yes,yes,yes,6.0,9.0,4000,,no,,regular job,service & sales,,,0.0,,applied still waiting,,,6.0,,0.0,,no,,,,employment,government grants,,from employment,,,4500.0,no,yes,no,yes,over 4 hours more,8.0,no,no,no,no,no,no,no
381091,1974,46,female,african,9,no,eastern cape,traditional,1,no,yes,yes,5.0,5.0,5000,,yes,,self-employed,,,,,,,,,1.0,,1.0,,yes,disability,,,government grants,,,from government grants,,,2290.0,yes,no,no,no,,1.0,yes,no,yes,no,no,no,yes
381095,1982,38,male,african,12,no,gauteng,informal,1,yes,no,yes,5.0,8.0,5000,,no,yes,regular job,technicians & assoc prof,,,,,no,,,0.0,,0.0,,no,,,,employment,,,from employment,,,3000.0,yes,yes,yes,,,0.0,,,,,no,no,no
381098,1978,42,male,african,12,no,natal,house/flat,2,yes,yes,no,,,,,no,no,,,,,,,,yes,>1 year ago,0.0,,0.0,,no,,,,friends/family,,,no income,,,,no,yes,no,,,,,,,,no,no,no
381099,1959,61,female,african,11,no,eastern cape,house/flat,3,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,1.0,,yes,pension,,,government grants,,,no income decrease,,,1800.0,yes,no,no,,,,,,,,no,no,no
381102,1978,42,male,african,11,yes,eastern cape,house/flat,2,yes,yes,yes,2.0,,2000,,yes,,run a business,,,,,,,,,1.0,,1.0,,no,,,,employment,,,from employment,,,2200.0,yes,no,no,yes,nearly an hour,1.0,yes,yes,yes,no,no,yes,no
381106,1976,44,female,african,11,no,eastern cape,house/flat,3,yes,yes,retired,,,,,,,,,,,,,,,,1.0,,0.0,,no,,,,government grants,,,from government grants,,,2000.0,yes,yes,no,no,,1.0,yes,yes,yes,no,no,no,no
381108,1971,49,male,african,12,yes,eastern cape,house/flat,5,yes,yes,no,1.0,5.0,1800,,no,no,,,,,,,,no,1-6 months ago,3.0,,0.0,,no,,,,employment,,,from employment,,,1800.0,yes,no,no,yes,over 4 hours more,3.0,no,no,no,no,no,no,no
381116,1991,29,male,african,11,no,eastern cape,house/flat,4,yes,yes,yes,5.0,8.0,4080,,no,yes,regular job,craft & trade,0.0,0.0,,,yes,,,2.0,,0.0,,no,,,,employment,,,from employment,,,4080.0,yes,no,no,yes,over 4 hours more,2.0,yes,no,yes,yes,no,no,no
381117,1992,28,male,african,12,no,natal,house/flat,1,yes,yes,yes,5.0,8.0,3500,,no,yes,regular job,service & sales,,,,,no,,,0.0,,0.0,,no,,,,employment,,,from employment,,,,yes,no,no,no,,0.0,no school books,,,no,no,no,no
